Report, Date,Community Area
Vacant/Abandoned Building,6/17/2014,42
Vacant/Abandoned Building,7/16/2014,26
Vacant/Abandoned Building,5/31/2014,29
Vacant/Abandoned Building,7/4/2014,17
Vacant/Abandoned Building,7/21/2014,42
Vacant/Abandoned Building,6/21/2014,66
Vacant/Abandoned Building,6/26/2014,23
Vacant/Abandoned Building,5/29/2014,45
Vacant/Abandoned Building,5/15/2014,67
Vacant/Abandoned Building,6/24/2014,74
Vacant/Abandoned Building,6/25/2014,67
Vacant/Abandoned Building,6/19/2014,53
Vacant/Abandoned Building,6/3/2014,26
Vacant/Abandoned Building,5/31/2014,53
Vacant/Abandoned Building,7/22/2014,23
Vacant/Abandoned Building,7/7/2014,25
Vacant/Abandoned Building,6/24/2014,68
Vacant/Abandoned Building,9/18/2013,75
Vacant/Abandoned Building,7/12/2014,26
Vacant/Abandoned Building,7/26/2014,49
Vacant/Abandoned Building,6/24/2014,67
Vacant/Abandoned Building,6/11/2014,68
Vacant/Abandoned Building,6/5/2014,26
Vacant/Abandoned Building,5/28/2014,53
Vacant/Abandoned Building,5/5/2014,25
Vacant/Abandoned Building,4/21/2014,73
Vacant/Abandoned Building,7/28/2014,16
Vacant/Abandoned Building,11/21/2013,46
Vacant/Abandoned Building,5/31/2013,46
Vacant/Abandoned Building,7/16/2014,68
Vacant/Abandoned Building,6/12/2014,20
Vacant/Abandoned Building,5/9/2014,52
Vacant/Abandoned Building,7/29/2014,23
Vacant/Abandoned Building,6/19/2014,23
Vacant/Abandoned Building,5/9/2014,23
Vacant/Abandoned Building,6/22/2014,66
Vacant/Abandoned Building,7/31/2014,23
Vacant/Abandoned Building,7/28/2014,21
Vacant/Abandoned Building,7/24/2014,19
Vacant/Abandoned Building,7/28/2014,29
Vacant/Abandoned Building,7/28/2014,44
Vacant/Abandoned Building,6/30/2014,53
Vacant/Abandoned Building,7/1/2014,25
Vacant/Abandoned Building,6/26/2014,42
Vacant/Abandoned Building,6/25/2014,68
Vacant/Abandoned Building,8/6/2014,29
Vacant/Abandoned Building,7/26/2014,25
Vacant/Abandoned Building,7/28/2014,67
Vacant/Abandoned Building,6/30/2014,68
Vacant/Abandoned Building,6/11/2014,61
Vacant/Abandoned Building,8/3/2014,23
Vacant/Abandoned Building,5/5/2014,23
Vacant/Abandoned Building,8/7/2014,0
Vacant/Abandoned Building,7/27/2014,26
Vacant/Abandoned Building,7/10/2014,26
Vacant/Abandoned Building,6/19/2014,16
Vacant/Abandoned Building,6/30/2013,38
Vacant/Abandoned Building,7/28/2014,29
Vacant/Abandoned Building,6/17/2014,38
Vacant/Abandoned Building,7/29/2014,60
Vacant/Abandoned Building,6/20/2014,6
Vacant/Abandoned Building,8/13/2014,49
Vacant/Abandoned Building,5/1/2014,42
Vacant/Abandoned Building,8/5/2014,24
Vacant/Abandoned Building,8/6/2014,21
Vacant/Abandoned Building,6/11/2014,7
Vacant/Abandoned Building,3/24/2014,42
Vacant/Abandoned Building,3/31/2014,67
Vacant/Abandoned Building,5/1/2014,22
Vacant/Abandoned Building,8/15/2014,25
Vacant/Abandoned Building,8/4/2014,5
Vacant/Abandoned Building,12/2/2013,46
Vacant/Abandoned Building,8/5/2014,67
Vacant/Abandoned Building,5/24/2014,29
Vacant/Abandoned Building,7/28/2014,49
Vacant/Abandoned Building,3/16/2014,67
Vacant/Abandoned Building,3/20/2014,66
Vacant/Abandoned Building,8/15/2014,25
Vacant/Abandoned Building,8/15/2014,71
Vacant/Abandoned Building,8/19/2014,25
Vacant/Abandoned Building,8/25/2014,49
Vacant/Abandoned Building,8/8/2014,7
Vacant/Abandoned Building,8/25/2014,26
Vacant/Abandoned Building,8/19/2014,19
Vacant/Abandoned Building,5/12/2014,53
Vacant/Abandoned Building,7/18/2014,69
Vacant/Abandoned Building,8/13/2013,69
Vacant/Abandoned Building,8/26/2014,25
Vacant/Abandoned Building,8/18/2014,67
Vacant/Abandoned Building,7/21/2014,53
Vacant/Abandoned Building,7/17/2014,53
Vacant/Abandoned Building,4/24/2014,44
Vacant/Abandoned Building,4/14/2014,42
Vacant/Abandoned Building,8/29/2014,70
Vacant/Abandoned Building,8/23/2014,48
Vacant/Abandoned Building,7/28/2014,66
Vacant/Abandoned Building,7/18/2014,53
Vacant/Abandoned Building,6/3/2014,53
Vacant/Abandoned Building,3/22/2014,68
Vacant/Abandoned Building,8/16/2014,49
Vacant/Abandoned Building,7/25/2014,67
Vacant/Abandoned Building,8/30/2014,25
Vacant/Abandoned Building,9/2/2014,26
Vacant/Abandoned Building,8/29/2014,26
Vacant/Abandoned Building,8/4/2014,26
Vacant/Abandoned Building,11/28/2013,53
Vacant/Abandoned Building,7/7/2014,53
Vacant/Abandoned Building,8/20/2014,59
Vacant/Abandoned Building,8/20/2014,73
Vacant/Abandoned Building,8/21/2014,68
Vacant/Abandoned Building,7/21/2014,43
Vacant/Abandoned Building,9/9/2014,50
Vacant/Abandoned Building,8/25/2014,19
Vacant/Abandoned Building,1/9/2014,28
Vacant/Abandoned Building,8/28/2014,49
Vacant/Abandoned Building,8/25/2014,53
Vacant/Abandoned Building,7/16/2014,49
Vacant/Abandoned Building,9/11/2014,25
Vacant/Abandoned Building,9/9/2014,50
Vacant/Abandoned Building,6/12/2014,41
Vacant/Abandoned Building,5/16/2014,71
Vacant/Abandoned Building,5/13/2014,25
Vacant/Abandoned Building,9/3/2014,49
Vacant/Abandoned Building,7/30/2014,44
Vacant/Abandoned Building,6/23/2014,49
Vacant/Abandoned Building,8/7/2014,73
Vacant/Abandoned Building,9/20/2014,
Vacant/Abandoned Building,5/27/2014,23
Vacant/Abandoned Building,9/24/2014,67
Vacant/Abandoned Building,9/19/2014,49
Vacant/Abandoned Building,9/17/2014,49
Vacant/Abandoned Building,9/16/2014,16
Vacant/Abandoned Building,9/4/2014,43
Vacant/Abandoned Building,9/3/2014,43
Vacant/Abandoned Building,4/24/2013,52
Vacant/Abandoned Building,9/9/2014,15
Vacant/Abandoned Building,7/28/2014,49
Vacant/Abandoned Building,5/30/2014,61
Vacant/Abandoned Building,10/3/2013,39
Vacant/Abandoned Building,6/10/2013,61
Vacant/Abandoned Building,9/24/2014,52
Vacant/Abandoned Building,9/23/2014,52
Vacant/Abandoned Building,9/24/2014,16
Vacant/Abandoned Building,9/16/2014,25
Vacant/Abandoned Building,8/24/2014,49
Vacant/Abandoned Building,7/28/2014,52
Vacant/Abandoned Building,7/21/2014,52
Vacant/Abandoned Building,9/29/2014,16
Vacant/Abandoned Building,9/29/2014,67
Vacant/Abandoned Building,9/21/2014,66
Vacant/Abandoned Building,9/12/2014,46
Vacant/Abandoned Building,8/29/2014,17
Vacant/Abandoned Building,8/25/2014,17
Vacant/Abandoned Building,8/13/2014,44
Vacant/Abandoned Building,8/13/2014,44
Vacant/Abandoned Building,8/13/2014,44
Vacant/Abandoned Building,8/13/2014,44
Vacant/Abandoned Building,7/14/2014,49
Vacant/Abandoned Building,6/26/2014,69
Vacant/Abandoned Building,11/20/2013,7
Vacant/Abandoned Building,11/16/2012,63
Vacant/Abandoned Building,1/13/2012,68
Vacant/Abandoned Building,10/2/2014,26
Vacant/Abandoned Building,9/25/2014,67
Vacant/Abandoned Building,8/14/2014,49
Vacant/Abandoned Building,8/14/2014,69
Vacant/Abandoned Building,8/9/2014,69
Vacant/Abandoned Building,9/24/2014,18
Vacant/Abandoned Building,9/4/2014,71
Vacant/Abandoned Building,8/5/2014,69
Vacant/Abandoned Building,6/30/2014,71
Vacant/Abandoned Building,4/22/2014,10
Vacant/Abandoned Building,9/15/2014,44
Vacant/Abandoned Building,9/2/2014,68
Vacant/Abandoned Building,8/20/2014,68
Vacant/Abandoned Building,8/14/2014,68
Vacant/Abandoned Building,10/6/2014,67
Vacant/Abandoned Building,10/2/2014,68
Vacant/Abandoned Building,9/30/2014,69
Vacant/Abandoned Building,9/26/2014,71
Vacant/Abandoned Building,9/8/2014,44
Vacant/Abandoned Building,10/1/2014,61
Vacant/Abandoned Building,9/26/2014,75
Vacant/Abandoned Building,9/21/2014,68
Vacant/Abandoned Building,9/2/2014,68
Vacant/Abandoned Building,8/27/2014,67
Vacant/Abandoned Building,11/18/2013,61
Vacant/Abandoned Building,10/3/2014,29
Vacant/Abandoned Building,10/1/2014,67
Vacant/Abandoned Building,9/16/2014,69
Vacant/Abandoned Building,9/10/2014,69
Vacant/Abandoned Building,8/9/2014,51
Vacant/Abandoned Building,7/24/2014,44
Vacant/Abandoned Building,7/9/2014,43
Vacant/Abandoned Building,7/10/2014,46
Vacant/Abandoned Building,6/20/2014,46
Vacant/Abandoned Building,4/19/2014,67
Vacant/Abandoned Building,9/8/2014,43
Vacant/Abandoned Building,7/25/2014,46
Vacant/Abandoned Building,6/4/2014,70
Vacant/Abandoned Building,10/3/2014,25
Vacant/Abandoned Building,9/11/2014,69
Vacant/Abandoned Building,7/22/2014,25
Vacant/Abandoned Building,4/15/2014,75
Vacant/Abandoned Building,10/10/2014,43
Vacant/Abandoned Building,10/12/2014,49
Vacant/Abandoned Building,10/9/2014,69
Vacant/Abandoned Building,9/24/2014,43
Vacant/Abandoned Building,8/16/2014,47
Vacant/Abandoned Building,6/24/2014,44
Vacant/Abandoned Building,5/19/2014,44
Vacant/Abandoned Building,4/2/2014,71
Vacant/Abandoned Building,10/9/2014,49
Vacant/Abandoned Building,10/9/2014,68
Vacant/Abandoned Building,10/12/2014,67
Vacant/Abandoned Building,10/8/2014,70
Vacant/Abandoned Building,8/11/2014,45
Vacant/Abandoned Building,7/19/2014,43
Vacant/Abandoned Building,7/7/2014,45
Vacant/Abandoned Building,4/11/2014,48
Vacant/Abandoned Building,10/15/2014,53
Vacant/Abandoned Building,10/11/2014,75
Vacant/Abandoned Building,10/14/2014,49
Vacant/Abandoned Building,10/14/2014,73
Vacant/Abandoned Building,10/9/2014,53
Vacant/Abandoned Building,10/15/2014,67
Vacant/Abandoned Building,9/2/2014,61
Vacant/Abandoned Building,6/4/2014,51
Vacant/Abandoned Building,4/10/2014,61
Vacant/Abandoned Building,8/12/2014,46
Vacant/Abandoned Building,6/20/2014,49
Vacant/Abandoned Building,5/1/2014,49
Vacant/Abandoned Building,10/16/2013,50
Vacant/Abandoned Building,8/19/2013,66
Vacant/Abandoned Building,10/17/2014,67
Vacant/Abandoned Building,10/4/2014,70
Vacant/Abandoned Building,9/30/2014,66
Vacant/Abandoned Building,9/4/2014,71
Vacant/Abandoned Building,8/25/2014,70
Vacant/Abandoned Building,6/17/2014,43
Vacant/Abandoned Building,6/17/2014,67
Vacant/Abandoned Building,4/19/2014,67
Vacant/Abandoned Building,10/3/2013,66
Vacant/Abandoned Building,9/9/2013,66
Vacant/Abandoned Building,6/11/2013,71
Vacant/Abandoned Building,2/14/2013,67
Vacant/Abandoned Building,2/2/2012,71
Vacant/Abandoned Building,10/16/2014,70
Vacant/Abandoned Building,10/18/2014,15
Vacant/Abandoned Building,10/2/2014,38
Vacant/Abandoned Building,9/6/2014,67
Vacant/Abandoned Building,8/8/2014,67
Vacant/Abandoned Building,7/28/2014,62
Vacant/Abandoned Building,7/14/2014,67
Vacant/Abandoned Building,7/15/2014,65
Vacant/Abandoned Building,6/18/2014,29
Vacant/Abandoned Building,5/5/2014,69
Vacant/Abandoned Building,11/20/2013,67
Vacant/Abandoned Building,9/20/2013,43
Vacant/Abandoned Building,10/20/2014,53
Vacant/Abandoned Building,10/20/2014,49
Vacant/Abandoned Building,10/6/2014,30
Vacant/Abandoned Building,9/4/2014,67
Vacant/Abandoned Building,8/14/2014,69
Vacant/Abandoned Building,10/16/2014,69
Vacant/Abandoned Building,9/29/2014,67
Vacant/Abandoned Building,9/25/2014,67
Vacant/Abandoned Building,9/17/2014,29
Vacant/Abandoned Building,8/28/2014,27
Vacant/Abandoned Building,4/18/2014,49
Vacant/Abandoned Building,5/1/2014,49
Vacant/Abandoned Building,4/1/2014,49
Vacant/Abandoned Building,11/18/2013,44
Vacant/Abandoned Building,9/21/2013,66
Vacant/Abandoned Building,4/14/2013,49
Vacant/Abandoned Building,3/12/2013,67
Vacant/Abandoned Building,10/22/2014,26
Vacant/Abandoned Building,10/22/2014,26
Vacant/Abandoned Building,10/22/2014,23
Vacant/Abandoned Building,10/16/2014,3
Vacant/Abandoned Building,10/5/2014,44
Vacant/Abandoned Building,8/28/2014,21
Vacant/Abandoned Building,5/28/2014,46
Vacant/Abandoned Building,5/15/2014,43
Vacant/Abandoned Building,12/20/2013,46
Vacant/Abandoned Building,10/28/2013,46
Vacant/Abandoned Building,8/25/2013,46
Vacant/Abandoned Building,7/16/2013,52
Vacant/Abandoned Building,7/30/2013,43
Vacant/Abandoned Building,4/13/2013,52
Vacant/Abandoned Building,8/28/2012,46
Vacant/Abandoned Building,10/18/2012,43
Vacant/Abandoned Building,6/8/2012,46
Vacant/Abandoned Building,10/10/2014,52
Vacant/Abandoned Building,9/7/2014,44
Vacant/Abandoned Building,9/1/2014,29
Vacant/Abandoned Building,7/31/2014,6
Vacant/Abandoned Building,7/23/2014,29
Vacant/Abandoned Building,4/12/2014,22
Vacant/Abandoned Building,4/15/2014,44
Vacant/Abandoned Building,10/2/2013,43
Vacant/Abandoned Building,3/5/2013,52
Vacant/Abandoned Building,3/19/2013,52
Vacant/Abandoned Building,7/30/2014,46
Vacant/Abandoned Building,6/29/2014,63
Vacant/Abandoned Building,1/10/2013,71
Vacant/Abandoned Building,3/22/2012,71
Vacant/Abandoned Building,6/22/2014,73
Vacant/Abandoned Building,5/24/2014,71
Vacant/Abandoned Building,2/21/2014,49
Vacant/Abandoned Building,11/2/2014,66
Vacant/Abandoned Building,10/27/2014,49
Vacant/Abandoned Building,10/23/2014,25
Vacant/Abandoned Building,10/22/2014,49
Vacant/Abandoned Building,3/14/2014,73
Vacant/Abandoned Building,1/16/2014,73
Vacant/Abandoned Building,1/5/2013,53
Vacant/Abandoned Building,10/29/2014,71
Vacant/Abandoned Building,10/22/2014,5
Vacant/Abandoned Building,10/24/2014,53
Vacant/Abandoned Building,9/25/2014,48
Vacant/Abandoned Building,5/29/2014,44
Vacant/Abandoned Building,5/19/2014,44
Vacant/Abandoned Building,3/19/2012,44
Vacant/Abandoned Building,3/21/2012,66
Vacant/Abandoned Building,11/1/2014,51
Vacant/Abandoned Building,10/24/2014,67
Vacant/Abandoned Building,10/27/2014,68
Vacant/Abandoned Building,10/22/2014,44
Vacant/Abandoned Building,9/8/2014,6
Vacant/Abandoned Building,11/3/2014,46
Vacant/Abandoned Building,11/1/2014,46
Vacant/Abandoned Building,11/3/2014,43
Vacant/Abandoned Building,7/14/2014,25
Vacant/Abandoned Building,6/25/2014,43
Vacant/Abandoned Building,11/10/2014,14
Vacant/Abandoned Building,11/7/2014,61
Vacant/Abandoned Building,11/4/2014,68
Vacant/Abandoned Building,10/31/2014,25
Vacant/Abandoned Building,11/1/2014,28
Vacant/Abandoned Building,11/3/2014,69
Vacant/Abandoned Building,9/19/2014,29
Vacant/Abandoned Building,11/5/2014,67
Vacant/Abandoned Building,9/1/2014,53
Vacant/Abandoned Building,7/21/2014,53
Vacant/Abandoned Building,6/13/2014,61
Vacant/Abandoned Building,5/20/2014,53
Vacant/Abandoned Building,5/8/2014,53
Vacant/Abandoned Building,3/19/2012,75
Vacant/Abandoned Building,11/4/2014,61
Vacant/Abandoned Building,11/5/2014,75
Vacant/Abandoned Building,6/11/2014,53
Vacant/Abandoned Building,6/5/2014,67
Vacant/Abandoned Building,11/1/2014,67
Vacant/Abandoned Building,11/3/2014,67
Vacant/Abandoned Building,11/4/2014,29
Vacant/Abandoned Building,10/21/2014,69
Vacant/Abandoned Building,9/11/2014,67
Vacant/Abandoned Building,6/2/2014,67
Vacant/Abandoned Building,3/31/2014,67
Vacant/Abandoned Building,11/18/2014,42
Vacant/Abandoned Building,11/17/2014,42
Vacant/Abandoned Building,11/3/2014,49
Vacant/Abandoned Building,10/30/2014,26
Vacant/Abandoned Building,10/14/2014,71
Vacant/Abandoned Building,10/17/2014,71
Vacant/Abandoned Building,9/24/2014,66
Vacant/Abandoned Building,9/25/2014,68
Vacant/Abandoned Building,6/14/2014,49
Vacant/Abandoned Building,2/21/2014,71
Vacant/Abandoned Building,11/7/2014,25
Vacant/Abandoned Building,10/31/2014,36
Vacant/Abandoned Building,10/7/2014,41
Vacant/Abandoned Building,9/22/2014,65
Vacant/Abandoned Building,11/11/2013,66
Vacant/Abandoned Building,5/22/2013,49
Vacant/Abandoned Building,11/5/2014,24
Vacant/Abandoned Building,11/7/2014,6
Vacant/Abandoned Building,9/30/2014,7
Vacant/Abandoned Building,10/9/2014,49
Vacant/Abandoned Building,8/19/2014,66
Vacant/Abandoned Building,3/21/2014,67
Vacant/Abandoned Building,3/23/2014,49
Vacant/Abandoned Building,9/12/2012,61
Vacant/Abandoned Building,9/22/2012,66
Vacant/Abandoned Building,11/10/2014,66
Vacant/Abandoned Building,11/3/2014,49
Vacant/Abandoned Building,11/4/2014,29
Vacant/Abandoned Building,10/15/2014,66
Vacant/Abandoned Building,9/24/2014,53
Vacant/Abandoned Building,8/27/2014,25
Vacant/Abandoned Building,8/12/2014,29
Vacant/Abandoned Building,5/27/2014,26
Vacant/Abandoned Building,6/2/2014,25
Vacant/Abandoned Building,11/11/2014,42
Vacant/Abandoned Building,9/23/2014,53
Vacant/Abandoned Building,11/24/2014,42
Vacant/Abandoned Building,10/22/2014,68
Vacant/Abandoned Building,8/20/2014,72
Vacant/Abandoned Building,8/20/2014,68
Vacant/Abandoned Building,6/27/2014,53
Vacant/Abandoned Building,8/1/2013,53
Vacant/Abandoned Building,11/13/2014,25
Vacant/Abandoned Building,11/1/2014,53
Vacant/Abandoned Building,9/5/2014,3
Vacant/Abandoned Building,8/16/2014,25
Vacant/Abandoned Building,6/23/2014,49
Vacant/Abandoned Building,6/3/2014,15
Vacant/Abandoned Building,5/2/2014,25
Vacant/Abandoned Building,11/28/2014,23
Vacant/Abandoned Building,10/6/2014,48
Vacant/Abandoned Building,9/30/2014,49
Vacant/Abandoned Building,11/4/2014,71
Vacant/Abandoned Building,8/29/2014,49
Vacant/Abandoned Building,2/8/2014,46
Vacant/Abandoned Building,11/13/2014,35
Vacant/Abandoned Building,10/15/2014,40
Vacant/Abandoned Building,10/24/2014,40
Vacant/Abandoned Building,9/25/2014,37
Vacant/Abandoned Building,7/21/2014,43
Vacant/Abandoned Building,6/26/2014,38
Vacant/Abandoned Building,7/8/2014,61
Vacant/Abandoned Building,7/16/2014,44
Vacant/Abandoned Building,6/3/2014,49
Vacant/Abandoned Building,6/16/2014,49
Vacant/Abandoned Building,6/18/2014,67
Vacant/Abandoned Building,10/29/2013,43
Vacant/Abandoned Building,3/25/2013,38
Vacant/Abandoned Building,11/19/2014,69
Vacant/Abandoned Building,11/17/2014,27
Vacant/Abandoned Building,11/17/2014,29
Vacant/Abandoned Building,10/23/2014,25
Vacant/Abandoned Building,10/2/2014,25
Vacant/Abandoned Building,8/27/2014,68
Vacant/Abandoned Building,9/10/2014,42
Vacant/Abandoned Building,8/5/2014,46
Vacant/Abandoned Building,7/2/2014,25
Vacant/Abandoned Building,3/20/2014,7
Vacant/Abandoned Building,3/31/2014,61
Vacant/Abandoned Building,4/7/2014,67
Vacant/Abandoned Building,7/9/2013,68
Vacant/Abandoned Building,11/21/2014,73
Vacant/Abandoned Building,10/24/2014,69
Vacant/Abandoned Building,10/28/2014,25
Vacant/Abandoned Building,11/4/2014,26
Vacant/Abandoned Building,10/14/2014,68
Vacant/Abandoned Building,10/23/2014,47
Vacant/Abandoned Building,3/14/2014,42
Vacant/Abandoned Building,9/24/2014,43
Vacant/Abandoned Building,10/14/2014,26
Vacant/Abandoned Building,10/20/2014,26
Vacant/Abandoned Building,10/21/2014,10
Vacant/Abandoned Building,10/21/2014,29
Vacant/Abandoned Building,8/15/2014,46
Vacant/Abandoned Building,8/16/2014,68
Vacant/Abandoned Building,7/2/2014,46
Vacant/Abandoned Building,7/4/2013,29
Vacant/Abandoned Building,8/23/2012,46
Vacant/Abandoned Building,12/1/2014,40
Vacant/Abandoned Building,12/1/2014,40
Vacant/Abandoned Building,11/21/2014,38
Vacant/Abandoned Building,11/21/2014,44
Vacant/Abandoned Building,11/10/2014,71
Vacant/Abandoned Building,9/25/2014,68
Vacant/Abandoned Building,10/9/2014,71
Vacant/Abandoned Building,6/30/2014,71
Vacant/Abandoned Building,5/13/2014,69
Vacant/Abandoned Building,12/6/2014,46
Vacant/Abandoned Building,12/4/2014,51
Vacant/Abandoned Building,11/27/2014,24
Vacant/Abandoned Building,10/25/2014,24
Vacant/Abandoned Building,2/24/2014,44
Vacant/Abandoned Building,3/5/2014,69
Vacant/Abandoned Building,10/3/2013,3
Vacant/Abandoned Building,3/8/2013,44
Vacant/Abandoned Building,12/5/2014,40
Vacant/Abandoned Building,11/20/2014,61
Vacant/Abandoned Building,11/8/2014,45
Vacant/Abandoned Building,6/4/2014,61
Vacant/Abandoned Building,12/5/2013,45
Vacant/Abandoned Building,11/29/2014,48
Vacant/Abandoned Building,12/11/2013,45
Vacant/Abandoned Building,12/12/2014,44
Vacant/Abandoned Building,12/12/2014,44
Vacant/Abandoned Building,12/2/2014,67
Vacant/Abandoned Building,7/19/2014,23
Vacant/Abandoned Building,4/29/2013,53
Vacant/Abandoned Building,12/13/2014,44
Vacant/Abandoned Building,12/10/2014,49
Vacant/Abandoned Building,12/8/2014,68
Vacant/Abandoned Building,11/23/2014,25
Vacant/Abandoned Building,11/18/2014,67
Vacant/Abandoned Building,11/22/2014,66
Vacant/Abandoned Building,10/6/2014,23
Vacant/Abandoned Building,12/5/2014,50
Vacant/Abandoned Building,11/30/2014,49
Vacant/Abandoned Building,12/1/2014,67
Vacant/Abandoned Building,12/18/2014,68
Vacant/Abandoned Building,12/4/2014,67
Vacant/Abandoned Building,12/6/2014,49
Vacant/Abandoned Building,11/24/2014,49
Vacant/Abandoned Building,9/6/2014,67
Vacant/Abandoned Building,11/30/2014,23
Vacant/Abandoned Building,12/12/2014,61
Vacant/Abandoned Building,12/5/2014,65
Vacant/Abandoned Building,10/29/2014,68
Vacant/Abandoned Building,11/16/2014,46
Vacant/Abandoned Building,8/15/2014,46
Vacant/Abandoned Building,8/29/2014,17
Vacant/Abandoned Building,9/20/2014,18
Vacant/Abandoned Building,12/27/2014,34
Vacant/Abandoned Building,12/8/2014,14
Vacant/Abandoned Building,6/3/2014,18
Vacant/Abandoned Building,12/24/2014,16
Vacant/Abandoned Building,10/22/2014,52
Vacant/Abandoned Building,6/20/2013,55
Vacant/Abandoned Building,12/18/2014,59
Vacant/Abandoned Building,12/19/2014,51
Vacant/Abandoned Building,12/16/2014,44
Vacant/Abandoned Building,12/22/2014,43
Vacant/Abandoned Building,12/7/2014,4
Vacant/Abandoned Building,12/1/2014,46
Vacant/Abandoned Building,9/2/2014,43
Vacant/Abandoned Building,7/7/2014,52
Vacant/Abandoned Building,8/21/2014,43
Vacant/Abandoned Building,10/1/2013,52
Vacant/Abandoned Building,6/18/2013,52
Vacant/Abandoned Building,8/9/2013,52
Vacant/Abandoned Building,3/25/2013,52
Vacant/Abandoned Building,1/3/2015,25
Vacant/Abandoned Building,12/15/2014,44
Vacant/Abandoned Building,11/21/2014,14
Vacant/Abandoned Building,12/31/2014,68
Vacant/Abandoned Building,12/28/2014,38
Vacant/Abandoned Building,12/8/2014,44
Vacant/Abandoned Building,11/8/2014,21
Vacant/Abandoned Building,12/1/2014,48
Vacant/Abandoned Building,8/8/2014,43
Vacant/Abandoned Building,4/16/2013,46
Vacant/Abandoned Building,12/27/2014,17
Vacant/Abandoned Building,12/19/2014,25
Vacant/Abandoned Building,12/16/2014,19
Vacant/Abandoned Building,11/20/2014,71
Vacant/Abandoned Building,9/24/2014,16
Vacant/Abandoned Building,1/4/2015,67
Vacant/Abandoned Building,12/23/2014,67
Vacant/Abandoned Building,12/26/2014,37
Vacant/Abandoned Building,1/8/2015,69
Vacant/Abandoned Building,1/8/2015,69
Vacant/Abandoned Building,1/4/2015,44
Vacant/Abandoned Building,1/5/2015,69
Vacant/Abandoned Building,12/24/2014,69
Vacant/Abandoned Building,12/24/2014,44
Vacant/Abandoned Building,12/27/2014,69
Vacant/Abandoned Building,12/20/2014,44
Vacant/Abandoned Building,1/5/2015,21
Vacant/Abandoned Building,12/23/2014,43
Vacant/Abandoned Building,12/4/2014,21
Vacant/Abandoned Building,7/16/2014,22
Vacant/Abandoned Building,12/24/2014,46
Vacant/Abandoned Building,12/27/2014,43
Vacant/Abandoned Building,11/22/2014,25
Vacant/Abandoned Building,1/5/2015,49
Vacant/Abandoned Building,12/26/2014,73
Vacant/Abandoned Building,12/10/2014,73
Vacant/Abandoned Building,12/4/2014,44
Vacant/Abandoned Building,1/21/2015,68
Vacant/Abandoned Building,1/21/2015,68
Vacant/Abandoned Building,1/21/2015,68
Vacant/Abandoned Building,1/21/2015,67
Vacant/Abandoned Building,1/16/2015,67
Vacant/Abandoned Building,1/18/2015,43
Vacant/Abandoned Building,1/14/2015,71
Vacant/Abandoned Building,1/1/2015,72
Vacant/Abandoned Building,12/10/2014,49
Vacant/Abandoned Building,12/10/2014,49
Vacant/Abandoned Building,12/13/2014,51
Vacant/Abandoned Building,11/14/2014,52
Vacant/Abandoned Building,1/12/2015,75
Vacant/Abandoned Building,12/27/2014,68
Vacant/Abandoned Building,12/22/2014,23
Vacant/Abandoned Building,6/4/2013,52
Vacant/Abandoned Building,1/21/2015,69
Vacant/Abandoned Building,1/10/2015,67
Vacant/Abandoned Building,12/5/2014,25
Vacant/Abandoned Building,1/23/2015,31
Vacant/Abandoned Building,1/22/2015,68
Vacant/Abandoned Building,1/14/2015,61
Vacant/Abandoned Building,1/17/2015,67
Vacant/Abandoned Building,12/29/2014,29
Vacant/Abandoned Building,10/22/2014,68
Vacant/Abandoned Building,12/30/2014,29
Vacant/Abandoned Building,11/26/2014,29
Vacant/Abandoned Building,11/28/2014,29
Vacant/Abandoned Building,11/28/2014,29
Vacant/Abandoned Building,12/12/2014,26
Vacant/Abandoned Building,11/22/2014,26
Vacant/Abandoned Building,1/24/2015,24
Vacant/Abandoned Building,12/11/2014,23
Vacant/Abandoned Building,12/23/2014,23
Vacant/Abandoned Building,12/23/2014,23
Vacant/Abandoned Building,12/23/2014,23
Vacant/Abandoned Building,1/20/2015,47
Vacant/Abandoned Building,1/23/2015,67
Vacant/Abandoned Building,2/10/2015,23
Vacant/Abandoned Building,1/30/2015,25
Vacant/Abandoned Building,1/30/2015,15
Vacant/Abandoned Building,1/21/2015,6
Vacant/Abandoned Building,1/21/2015,4
Vacant/Abandoned Building,2/11/2015,25
Vacant/Abandoned Building,1/30/2015,71
Vacant/Abandoned Building,1/25/2015,17
Vacant/Abandoned Building,2/14/2015,67
Vacant/Abandoned Building,2/11/2015,44
Vacant/Abandoned Building,2/5/2015,69
Vacant/Abandoned Building,1/22/2015,19
Vacant/Abandoned Building,1/18/2015,16
Vacant/Abandoned Building,2/14/2015,68
Vacant/Abandoned Building,2/17/2015,61
Vacant/Abandoned Building,2/18/2015,25
Vacant/Abandoned Building,3/5/2015,27
Vacant/Abandoned Building,2/18/2015,25
Vacant/Abandoned Building,2/23/2015,53
Vacant/Abandoned Building,1/30/2015,49
Vacant/Abandoned Building,1/27/2015,25
Vacant/Abandoned Building,12/16/2014,73
Vacant/Abandoned Building,12/18/2014,49
Vacant/Abandoned Building,12/21/2014,5
Vacant/Abandoned Building,2/10/2015,10
Vacant/Abandoned Building,3/5/2015,28
Vacant/Abandoned Building,1/21/2015,23
Vacant/Abandoned Building,2/22/2015,46
Vacant/Abandoned Building,12/11/2014,53
Vacant/Abandoned Building,2/20/2015,24
Vacant/Abandoned Building,3/7/2015,15
